vehicle_id,vehicle_type,distance_km,avg_speed_kmph,load_kg,traffic_index,road_gradient,weather,fuel_consumed_l
TS08-UU-4292,van,13.3,57.4,1649,0.598,0.0884,fog,5.61
TS11-QT-7724,van,23.1,58.5,1075,0.978,0.0949,clear,10.07
TS10-YW-4800,bus,56.3,25.1,2824,0.035,0.0082,fog,31.93
TS09-QW-4533,truck,24.1,36.5,7771,0.878,0.0053,clear,17.32
TS08-TY-9207,truck,15.0,70.9,2973,0.489,0.062,clear,9.12
TS07-XU-2413,truck,6.4,13.9,1884,0.227,0.0387,clear,3.82
TS07-FY-7793,truck,11.5,61.4,1203,0.503,0.0692,fog,6.17
TS09-QK-9145,truck,23.2,54.9,7095,0.412,0.0818,fog,16.97
TS07-IF-8631,truck,27.0,40.5,317,0.179,-0.0187,clear,8.41
TS09-RX-2758,truck,33.9,39.8,7278,0.219,0.0854,rain,24.81
TS11-DT-7323,van,49.4,78.3,373,0.288,0.0119,clear,13.22
TS11-EY-8148,van,3.8,43.7,2307,0.552,0.0963,clear,1.67
TS07-OV-5291,ev_van,50.9,18.6,875,0.083,0.0316,clear,5.8
TS08-HN-9853,van,35.9,91.8,900,0.089,0.0823,clear,14.54
TS10-SU-8001,van,46.1,22.8,704,0.332,0.004,clear,13.7
TS09-TI-6255,truck,46.1,78.2,1249,0.707,0.043,clear,25.9
TS08-YS-6253,van,54.5,13.2,385,0.978,-0.0124,clear,22.08
TS09-NU-3463,truck,8.3,42.2,1409,0.012,0.0682,clear,3.74
TS11-HD-7631,bus,35.6,54.8,3613,0.972,0.0931,clear,32.36
TS10-IQ-7557,bus,54.8,14.5,3504,0.686,0.0812,clear,66.72
TS10-YW-4953,bus,44.0,72.9,1830,0.901,0.0616,clear,34.51
TS08-CO-6998,truck,8.5,33.6,5503,0.536,-0.0057,clear,4.99
TS10-AS-8082,van,38.0,56.9,2355,0.463,0.0981,clear,16.07
TS10-NA-5407,van,48.6,77.8,2944,0.785,0.0213,clear,22.3
TS10-OO-5647,van,18.7,61.1,1431,0.551,0.0559,clear,6.51
TS09-IP-3533,van,39.1,49.8,1249,0.897,0.0128,clear,12.41
TS09-KS-9053,bus,50.9,39.9,5844,0.893,0.0793,clear,51.05
TS10-DR-3922,truck,32.9,15.7,7549,0.53,0.0254,clear,28.22
TS07-EZ-4843,van,14.1,87.8,2795,0.574,0.0269,clear,6.74
TS08-DQ-7846,bus,34.3,61.1,3731,0.456,-0.0195,clear,18.78
TS08-CJ-6986,truck,36.5,64.4,5018,0.689,0.049,clear,24.4
TS07-GA-5249,truck,26.0,48.6,7438,0.682,0.0101,rain,16.82
TS07-FC-7571,ev_van,41.7,42.9,1304,0.651,0.0906,clear,5.73
TS09-YK-2995,van,27.7,15.9,798,0.062,0.074,clear,10.27
TS08-YP-3927,bus,53.0,26.0,5915,0.964,0.0942,rain,71.73
TS10-OC-7313,van,48.1,47.3,2558,0.336,0.0268,clear,15.63
TS07-FS-5002,bus,48.9,32.1,525,0.246,0.0594,clear,28.04
TS08-BP-7272,bus,33.0,15.7,852,0.211,0.0342,clear,22.15
TS08-KI-9023,truck,14.2,57.3,7081,0.069,0.0891,fog,9.1
TS10-HN-9311,bus,44.3,50.5,1946,0.457,0.0189,clear,24.06
TS08-DH-6462,van,6.9,47.0,2150,0.042,0.0194,clear,1.85
TS11-IB-2635,truck,32.5,77.1,1119,0.161,0.0239,clear,14.66
TS09-CA-6900,van,6.0,61.8,677,0.005,0.0397,clear,1.43
TS11-GN-6154,truck,33.1,12.1,6029,0.175,0.0865,clear,31.63
TS10-ZX-3843,van,42.1,75.2,2942,0.995,0.0049,fog,19.39
TS11-AZ-2285,van,26.9,52.1,1606,0.541,0.0582,clear,9.59
TS07-DD-5169,van,26.8,54.9,320,0.067,0.0167,rain,6.11
TS10-TA-3667,van,10.0,85.8,856,0.564,-0.0101,fog,3.48
TS07-DT-6766,ev_van,20.2,21.1,689,0.601,0.0944,clear,3.31
TS08-HY-6175,bus,28.3,61.8,5625,0.548,0.0743,clear,24.46
TS08-YF-3621,van,52.2,35.4,1374,0.336,0.0942,clear,20.09
TS10-NB-8260,van,54.2,15.0,2853,0.657,0.028,rain,34.34
TS08-RI-7762,truck,57.4,48.3,6905,0.143,0.0708,clear,32.82
TS11-UX-5858,truck,8.7,35.5,3716,0.22,0.0581,clear,4.77
TS07-NL-7469,bus,19.9,12.1,344,0.995,0.0543,clear,19.76
TS08-SL-7029,truck,29.4,52.9,7789,0.416,-0.0152,clear,14.14
TS09-JF-8456,bus,39.6,37.8,258,0.148,-0.0114,clear,15.26
TS07-GL-2401,bus,43.1,48.0,5166,0.217,0.0034,clear,23.69
TS11-IG-3284,van,47.8,13.0,1357,0.724,0.07,rain,29.9
TS07-RM-3078,truck,31.3,45.3,2550,0.116,0.0758,fog,16.04
TS11-RK-5618,van,34.7,51.0,1343,0.354,0.0577,fog,11.84
TS10-DV-3325,bus,57.8,50.7,2270,0.328,0.003,clear,29.68
TS07-NW-7597,van,16.7,71.5,2130,0.228,0.0733,clear,6.33
TS08-KP-3095,truck,48.8,94.3,4667,0.477,-0.0064,clear,32.25
TS11-HF-1855,bus,43.6,14.3,1690,0.11,0.0873,clear,37.31
TS10-AU-9757,truck,11.0,44.9,4315,0.457,0.0262,fog,5.88
TS07-CY-2123,van,55.8,83.1,1334,0.033,0.0673,rain,21.08
TS09-WD-6970,truck,51.8,63.9,7381,0.97,0.0003,clear,35.91
TS08-LY-6840,ev_van,47.4,93.6,2252,0.605,0.0177,rain,8.73
TS08-YP-1894,truck,10.2,71.2,5015,0.075,0.0394,clear,5.24
TS08-GQ-8741,van,11.0,72.1,2903,0.191,0.0396,rain,4.32
TS07-UX-9947,truck,41.9,18.3,3126,0.736,-0.0083,clear,26.82
TS10-ID-9503,van,9.1,34.8,446,0.732,0.0458,fog,3.31
TS09-IT-7435,bus,9.5,60.5,476,0.365,-0.011,fog,3.92
TS11-WW-2536,bus,25.8,55.4,5034,0.148,0.0908,clear,18.55
TS07-FQ-6228,truck,3.3,75.3,3191,0.536,0.0306,clear,1.78
TS11-VV-1710,truck,44.1,94.5,6910,0.276,0.0327,clear,36.99
TS10-WZ-4087,truck,33.8,29.2,3778,0.097,0.0492,rain,20.89
TS10-KE-4058,ev_van,7.5,47.6,226,0.346,0.0738,clear,0.7
TS08-XE-2177,bus,34.0,83.9,3266,0.751,-0.0117,fog,23.94
TS09-OO-2332,truck,6.1,81.6,4837,0.354,0.0644,fog,4.49
TS09-YC-8180,ev_van,7.0,79.8,1238,0.041,0.0893,clear,0.86
TS07-GX-3679,truck,30.7,63.5,6737,0.12,0.0327,clear,17.01
TS09-JP-4648,bus,31.5,94.4,3935,0.596,-0.0184,rain,28.37
TS09-VO-6080,van,22.3,41.7,1221,0.522,0.0097,clear,6.65
TS11-LV-7474,ev_van,38.4,21.7,1854,0.675,0.0929,clear,7.41
TS11-LO-2154,van,25.1,23.0,1095,0.572,-0.0058,clear,8.51
TS07-CQ-3933,bus,36.5,48.2,5064,0.497,-0.0184,clear,21.07
TS08-PK-2213,ev_van,22.9,78.8,844,0.475,0.0923,clear,3.16
TS09-OD-3426,truck,43.8,49.6,5400,0.962,0.0836,clear,33.18
TS08-SG-1254,ev_van,36.0,62.7,1155,0.862,0.0352,clear,4.11
TS08-MU-1470,van,12.1,41.7,483,0.383,-0.0194,clear,2.83
TS11-II-1140,ev_van,42.1,71.3,1648,0.653,0.0501,rain,6.09
TS08-MQ-7902,truck,47.7,24.7,3188,0.02,0.078,clear,29.34
TS09-CK-7616,truck,6.8,55.2,5147,0.021,0.0143,clear,2.8
TS10-PN-5540,van,37.8,27.4,1712,0.319,0.0007,fog,13.47
TS11-PP-4022,bus,48.1,50.9,441,0.755,0.0886,fog,34.46
TS09-SW-8016,bus,9.5,47.7,1389,0.925,0.0722,clear,6.89
TS10-UA-3424,ev_van,54.4,62.2,1811,0.683,0.0338,rain,7.28
TS08-RT-2332,van,26.6,54.3,1509,0.706,0.0886,clear,10.79
TS07-MZ-1023,truck,45.1,93.0,3838,0.032,0.053,rain,32.02
TS11-FG-6684,bus,54.2,86.7,214,0.93,0.0933,clear,49.77
TS10-WA-1441,truck,59.4,36.4,2562,0.087,-0.0076,clear,23.25
TS09-OG-6730,truck,36.3,22.1,5422,0.947,0.0324,fog,32.5
TS08-YE-6895,truck,43.1,17.4,7119,0.142,0.0615,clear,34.03
TS09-CP-2320,van,17.3,28.4,1807,0.033,0.0289,clear,5.56
TS09-QB-2940,van,19.5,30.4,1714,0.564,0.022,fog,7.81
TS08-YF-9285,bus,51.5,85.8,2928,0.114,0.0635,clear,38.74
TS09-YV-3636,bus,25.7,88.8,4135,0.029,0.0527,clear,20.7
TS09-SC-6966,van,49.9,31.1,2435,0.668,0.0139,clear,21.17
TS09-AW-3389,van,5.9,75.0,818,0.738,0.0333,rain,2.25
TS11-FO-4336,ev_van,15.4,81.4,1842,0.293,0.0648,rain,2.37
TS11-YU-8609,bus,12.7,43.3,1614,0.534,0.0552,clear,8.03
TS10-HX-5769,van,33.0,84.3,289,0.586,0.0344,clear,11.06
TS08-ES-3496,bus,7.6,94.1,633,0.161,0.0112,clear,4.69
TS10-BQ-6782,bus,22.6,92.3,470,0.44,-0.0062,clear,14.15
TS09-RZ-8545,ev_van,59.2,73.6,844,0.637,0.0808,clear,8.05
TS09-WY-2440,bus,48.3,42.8,938,0.886,0.0784,clear,35.57
TS08-TN-2212,bus,46.4,30.8,694,0.419,0.0536,rain,31.26
TS09-JT-5639,truck,10.7,94.4,1351,0.699,0.0486,rain,8.56
TS07-BH-2410,bus,23.8,34.9,422,0.502,-0.0036,clear,11.63
TS11-HQ-2147,bus,41.8,48.4,2193,0.707,0.0336,clear,25.64
TS09-YQ-3594,van,4.2,33.9,2504,0.789,0.0381,rain,2.07
TS10-NG-9967,bus,27.7,53.2,3412,0.531,0.0354,clear,16.15
TS11-OA-4703,truck,55.9,21.2,707,0.061,0.0091,clear,24.63
TS09-YT-3002,ev_van,7.7,79.2,1062,0.875,-0.0051,clear,0.9
TS09-EM-5817,truck,54.7,53.9,3553,0.601,0.0918,clear,37.46
TS09-LL-8172,ev_van,14.1,46.8,597,0.601,0.0468,clear,1.46
TS09-BT-6558,truck,13.8,42.1,3109,0.509,0.0835,fog,8.95
TS10-SE-9746,van,14.1,60.1,1143,0.174,0.0606,clear,3.98
TS11-DF-3215,bus,56.1,76.7,3064,0.486,0.0784,clear,47.36
TS11-YG-6675,van,37.4,86.9,2152,0.537,0.0059,clear,14.8
TS08-AF-1696,truck,45.8,81.8,3935,0.384,-0.0073,rain,27.15
TS11-UE-6106,ev_van,23.9,49.0,370,0.149,0.0537,rain,2.13
TS08-OX-8917,bus,52.8,81.2,520,0.762,0.0459,clear,38.0
TS11-GE-2443,van,36.2,55.9,2686,0.457,-0.0084,clear,10.97
TS07-PR-8940,bus,37.2,65.0,4230,0.701,0.0534,clear,28.47
TS07-GS-7130,truck,45.9,68.0,5326,0.047,0.0018,clear,20.43
TS09-DM-2547,bus,47.1,45.2,5497,0.504,-0.007,clear,30.66
TS09-XF-2061,truck,41.9,52.3,4424,0.074,0.0982,clear,23.01
TS10-AZ-7973,truck,9.8,69.5,775,0.734,0.0467,clear,5.17
TS09-JK-4569,van,52.4,37.6,2200,0.581,0.0196,rain,20.4
TS11-UF-2619,bus,17.9,74.0,1141,0.451,-0.0082,fog,9.35
TS09-QS-3821,truck,59.8,41.4,5396,0.973,0.09,clear,47.89
TS09-CL-7186,truck,25.0,60.6,3326,0.326,0.0931,rain,14.29
TS08-IM-8798,truck,9.8,81.5,420,0.423,0.0108,fog,4.5
TS10-XB-8640,truck,21.0,13.9,633,0.738,0.0322,clear,14.74
TS07-IL-3129,van,35.7,31.9,1299,0.525,0.0575,clear,13.35
TS11-XO-5076,truck,25.3,58.6,4837,0.659,-0.0067,rain,13.47
TS10-SM-8443,ev_van,50.2,20.8,593,0.976,0.0444,clear,7.6
TS07-HA-2071,truck,41.9,29.1,1033,0.696,0.0062,fog,22.23
TS07-QW-6311,truck,15.2,74.2,3135,0.151,0.007,clear,6.52
TS09-HC-6261,ev_van,33.7,14.1,2050,0.209,0.0524,fog,6.12
TS07-UK-4149,truck,47.9,62.6,6315,0.87,0.0172,clear,30.54
TS07-GA-7524,bus,53.8,14.8,4168,0.048,0.046,rain,51.52
TS09-UO-9587,ev_van,25.5,21.6,1178,0.509,0.0115,clear,3.25
TS10-DD-9002,ev_van,55.7,44.4,1216,0.906,0.0385,clear,6.58
TS08-TQ-7316,van,5.1,92.1,833,0.776,0.0919,clear,2.64
TS08-IO-1199,truck,41.6,57.3,1270,0.116,0.0382,clear,16.42
TS08-NF-3571,van,47.6,37.9,244,0.74,0.0402,clear,15.12
TS11-HX-9343,ev_van,27.2,46.1,2178,0.382,0.0391,clear,3.19
TS10-DF-9407,ev_van,3.6,59.2,1341,0.901,0.0828,rain,0.54
TS07-NP-8543,truck,42.2,63.4,224,0.573,0.0618,clear,20.19
TS11-HN-6704,bus,22.5,34.2,3269,0.549,-0.0163,clear,13.14
TS11-OD-9316,truck,11.7,28.4,2215,0.009,-0.0058,clear,4.74
TS09-EE-2840,truck,12.0,53.1,3533,0.25,0.0493,fog,5.95
TS10-YL-1881,van,46.8,65.5,2083,0.413,0.0712,rain,19.43
TS11-QO-1545,truck,13.7,79.8,6516,0.724,-0.006,clear,8.93
TS11-CP-6373,truck,30.6,61.2,5664,0.52,0.0403,rain,19.39
TS09-OK-6156,truck,58.3,69.5,7191,0.853,0.0571,fog,47.11
TS08-MR-7680,bus,46.3,52.2,1562,0.034,0.0281,clear,21.15
TS07-ZC-3481,truck,34.2,59.0,5359,0.323,0.0632,clear,20.53
TS08-IJ-3907,bus,33.1,64.7,5361,0.598,0.0211,clear,23.4
TS09-TV-4131,truck,12.5,31.6,2606,0.659,0.0548,rain,8.5
TS08-RB-5012,ev_van,28.4,89.5,2039,0.502,0.0719,fog,5.47
TS08-PC-8460,truck,11.3,40.7,7534,0.399,0.0947,clear,8.3
TS08-NO-5276,bus,7.8,62.2,3934,0.072,0.0567,clear,4.48
TS09-GU-5642,truck,9.2,58.6,1481,0.696,0.0222,clear,4.24
TS08-GL-8591,truck,37.6,82.8,2235,0.904,0.0665,clear,28.47
TS11-KK-2161,truck,14.0,21.4,5504,0.809,0.0765,fog,13.76
TS09-GV-5810,truck,11.5,85.4,6956,0.701,0.0298,rain,10.05
TS08-XV-3704,truck,52.4,23.4,385,0.634,0.0235,fog,29.03
TS07-GJ-4658,bus,10.0,24.0,2093,0.772,-0.0017,clear,7.22
TS11-ZT-8606,van,43.2,83.6,854,0.777,0.0612,rain,20.94
TS07-DX-6523,truck,26.8,33.3,3492,0.007,0.0334,fog,12.98
TS08-UE-7911,bus,36.0,62.8,4657,0.358,-0.0041,rain,22.26
TS11-MR-7585,van,4.3,50.5,1608,0.868,0.0474,fog,1.7
TS11-PH-2812,truck,3.0,89.5,4243,0.851,0.0988,clear,2.99
TS08-BS-4325,bus,49.6,76.9,3732,0.71,-0.0138,clear,32.22
TS10-BI-4554,truck,30.1,39.8,4222,0.309,0.0419,clear,16.08
TS07-VP-8597,truck,7.1,79.5,5568,0.798,0.0923,fog,6.45
TS11-AW-1625,bus,22.6,30.7,821,0.232,0.0951,clear,14.67
TS11-RV-5499,ev_van,31.9,63.1,252,0.224,0.021,rain,2.73
TS07-DD-8248,ev_van,10.7,74.4,2102,0.536,0.0006,clear,1.2
TS09-FD-1703,ev_van,34.1,70.4,1301,0.571,0.0305,rain,4.2
TS08-TX-6472,bus,33.1,66.5,1931,0.351,0.0182,rain,18.72
TS11-KI-7233,truck,37.4,80.9,3744,0.604,0.0379,clear,24.32
TS07-XU-1307,truck,49.2,58.2,5271,0.709,0.0515,clear,31.94
TS07-QT-2963,truck,26.5,89.1,1149,0.18,0.0722,rain,17.1
TS10-MR-4815,truck,53.6,24.0,4284,0.289,0.0561,fog,38.9
TS09-KE-2713,truck,30.1,41.5,1064,0.7,0.087,clear,19.08
TS07-UL-4415,bus,29.1,77.0,5186,0.927,0.0683,clear,30.0
TS11-XG-4191,truck,40.4,37.6,4587,0.884,0.0422,fog,27.4
TS09-VR-5899,truck,38.2,48.8,6525,0.13,-0.0057,clear,16.81
TS08-KA-7335,van,3.7,76.1,2219,0.57,0.0765,clear,1.68
TS11-UI-5343,bus,59.0,56.7,4928,0.8,0.0657,fog,53.21
TS11-LV-6196,ev_van,56.7,27.6,986,0.237,0.0203,rain,6.06
TS09-PF-4828,truck,19.0,26.5,1288,0.643,0.0078,clear,10.28
TS08-TP-4597,bus,34.8,37.0,5371,0.428,0.059,fog,29.56
TS11-LY-6447,truck,46.9,37.2,7100,0.663,-0.0099,rain,30.68
TS11-ZI-3345,bus,55.5,23.3,5323,0.032,0.0745,clear,47.31
TS11-GT-2591,truck,36.4,81.3,7916,0.313,0.0072,clear,23.74
TS11-RN-5041,truck,4.1,35.5,4850,0.307,0.0512,fog,2.45
TS10-KK-2836,van,41.8,78.6,1635,0.419,0.0164,rain,15.29
TS07-XT-4988,truck,8.3,92.8,6419,0.115,0.0373,clear,5.85
TS11-PP-2012,truck,41.3,39.6,1059,0.437,0.0761,clear,21.76
TS09-CR-1606,ev_van,36.5,92.5,2001,0.541,0.0144,clear,6.2
TS09-JD-5255,truck,39.5,27.9,6535,0.027,-0.016,rain,20.25
TS08-GX-4146,van,13.8,65.7,1816,0.301,-0.0107,clear,3.6
TS09-AH-4159,bus,31.1,94.3,2450,0.177,-0.0111,rain,20.64
TS10-DY-2155,truck,38.2,79.1,5319,0.972,0.0351,clear,29.12
TS10-AV-7266,bus,20.1,31.1,5507,0.13,-0.01,clear,12.16
TS11-YV-6593,truck,13.4,33.4,1432,0.627,0.0295,clear,7.0
TS11-CQ-9905,van,15.7,33.8,1071,0.402,0.0637,rain,6.33
TS08-ZN-5213,truck,51.9,90.3,5437,0.287,0.0856,clear,44.95
TS08-CW-7485,truck,29.5,32.4,6699,0.854,0.0066,clear,19.99
TS09-YE-8007,truck,40.7,54.3,5286,0.664,0.0852,clear,28.98
TS09-QA-6496,ev_van,32.3,41.0,1559,0.62,0.0974,clear,4.72
TS10-ZI-1658,van,50.5,42.0,440,0.094,0.0551,fog,13.19
TS07-DH-8476,ev_van,32.0,45.9,1198,0.259,0.0685,clear,3.39
TS07-DA-4449,van,8.3,40.6,2692,0.276,0.038,clear,2.87
TS10-HM-3190,van,14.3,61.8,1213,0.434,-0.011,fog,3.87
TS11-AF-6095,bus,3.8,47.3,2410,0.921,0.0952,clear,3.09
TS11-KB-5963,ev_van,50.4,48.6,1022,0.404,0.0934,clear,6.22
TS08-HX-9472,bus,40.8,54.0,2304,0.328,0.0187,clear,21.09
TS08-PO-9649,bus,46.3,41.6,2548,0.071,0.0035,fog,22.47
TS11-JA-1020,van,43.8,74.6,2365,0.385,-0.0121,fog,14.15
TS07-UT-8445,bus,50.0,53.8,2839,0.052,0.0397,clear,27.02
TS07-BE-6627,truck,59.3,54.3,4935,0.365,0.091,clear,36.98
TS07-RX-2311,bus,40.2,29.4,2766,0.968,-0.0151,clear,27.52
TS10-OY-3188,truck,17.4,14.6,7016,0.556,0.0534,clear,17.41
TS08-AS-8801,van,8.8,79.2,700,0.209,0.0803,clear,3.06
TS07-MS-8034,bus,36.6,83.0,913,0.299,0.0256,clear,20.66
TS11-SX-9942,van,46.9,32.0,1342,0.571,0.0534,clear,18.26
TS11-LK-4847,bus,35.0,41.9,5851,0.019,0.0333,clear,20.71
TS11-HT-6625,van,20.3,41.7,2159,0.9,-0.0122,clear,6.99
TS07-MF-7558,truck,44.0,68.8,5007,0.578,0.0405,fog,28.43
TS09-JB-2177,ev_van,28.5,27.5,1098,0.492,-0.0093,clear,3.05
TS10-WH-8451,bus,19.3,93.2,1912,0.716,0.0622,fog,18.94
TS09-JL-7212,truck,50.9,17.1,7661,0.2,0.0172,clear,36.81
TS11-MJ-7847,truck,35.9,92.8,3530,0.022,0.0763,clear,24.94
TS09-KL-5820,truck,19.2,17.7,5746,0.615,0.0504,clear,17.66
TS07-BR-2574,bus,21.7,38.4,4901,0.16,0.0922,fog,17.89
TS09-UF-4433,van,35.6,32.8,2041,0.012,0.0685,rain,13.41
TS11-AT-2508,ev_van,27.1,33.5,735,0.929,0.067,clear,3.93
TS11-KA-7460,van,12.1,94.6,1006,0.788,0.0166,clear,5.42
TS07-JN-7705,bus,37.8,50.0,333,0.114,0.033,clear,16.39
TS09-WM-4069,bus,42.3,21.9,5822,0.896,0.0695,clear,53.64
TS08-UR-2141,van,3.0,93.5,2537,0.068,0.0666,clear,1.44
TS10-KJ-1877,van,33.6,32.1,1331,0.803,0.0631,fog,14.88
TS11-BZ-1580,truck,35.9,18.0,7161,0.414,-0.019,rain,25.92
TS09-CM-8520,ev_van,21.9,14.0,553,0.518,-0.0179,rain,2.8
TS09-OD-9525,bus,22.3,50.4,444,0.668,-0.0119,clear,10.66
TS08-NX-6657,van,21.1,88.2,579,0.099,-0.0162,clear,5.22
TS10-EL-5864,ev_van,28.4,13.4,2232,0.908,0.0727,clear,7.14
TS07-KV-9381,van,49.3,72.2,649,0.144,0.0456,rain,14.4
TS11-YZ-2786,truck,29.7,33.6,731,0.942,0.0406,clear,17.55
TS11-QW-6742,van,59.6,30.2,720,0.091,-0.0097,clear,14.97
TS07-OT-2118,truck,24.4,70.4,3437,0.172,0.073,clear,13.1
TS09-RM-8190,van,42.9,74.1,1590,0.058,-0.0089,clear,10.64
TS07-IY-5630,truck,34.3,58.4,2040,0.398,0.0066,clear,13.82
TS07-DP-9375,van,46.5,28.8,2456,0.591,0.0783,clear,23.68
TS07-CJ-2875,ev_van,53.6,12.5,2408,0.625,0.0631,fog,12.49
TS07-HQ-8431,truck,32.2,73.2,2469,0.829,-0.0089,rain,17.17
TS08-SV-1063,bus,31.2,61.8,5600,0.528,-0.0111,fog,21.04
TS11-ER-7750,van,56.7,47.1,2490,0.51,0.0288,fog,20.71
TS11-KR-1235,bus,56.2,29.7,5339,0.326,0.0524,clear,47.69
TS09-ZE-2360,truck,59.8,75.2,666,0.651,0.0096,clear,28.18
TS10-NL-3234,truck,11.9,17.9,6706,0.909,0.0502,clear,12.56
TS07-TJ-7989,bus,3.2,65.3,3598,0.355,0.0231,clear,1.86
TS09-KF-6925,van,27.9,69.1,307,0.356,0.0506,rain,8.57
TS08-XK-8332,van,44.8,30.5,2310,0.343,0.0671,rain,22.36
TS09-KL-4972,truck,7.2,52.1,2085,0.227,0.0812,clear,3.42
TS09-XS-1309,bus,24.3,55.2,4823,0.567,0.0035,clear,14.77
TS07-AR-2851,bus,36.1,61.1,3831,0.106,-0.0098,clear,18.03
TS08-VD-2378,truck,15.1,86.8,4040,0.835,-0.0058,clear,9.9
TS07-HC-6660,van,44.7,57.4,265,0.138,-0.0002,clear,8.96
TS10-EN-3727,truck,16.1,17.6,7139,0.174,0.0189,fog,11.96
TS07-MS-3052,bus,50.9,40.6,1056,0.069,-0.0166,clear,20.8
TS10-ZB-2470,ev_van,22.9,64.2,2108,0.381,0.0799,fog,3.09
TS08-WD-5230,bus,37.1,39.7,4191,0.758,0.0819,clear,34.62
TS09-DB-2066,van,34.0,75.7,395,0.91,0.0656,clear,12.52
TS07-NY-4181,truck,19.9,27.8,4429,0.434,0.0228,clear,11.58
TS08-GZ-9629,truck,28.0,23.9,7702,0.235,0.0648,clear,21.62
TS10-ME-9358,truck,51.2,31.2,7398,0.726,0.049,clear,41.54
TS07-ER-2651,van,34.3,84.7,610,0.688,0.0595,clear,13.65
TS07-PA-3428,van,6.2,68.5,685,0.682,-0.0095,clear,1.61
TS10-ET-1852,truck,43.6,55.2,1398,0.443,0.085,clear,22.22
TS10-BT-7777,truck,13.4,36.9,6098,0.565,0.0218,clear,8.09
TS10-HG-9804,truck,30.7,88.2,1454,0.062,0.0123,clear,14.01
TS10-EA-4189,van,29.7,85.8,381,0.25,0.0269,rain,9.79
TS10-JV-5500,van,30.7,45.2,1293,0.927,0.0097,rain,10.78
TS11-WM-8512,van,4.8,74.5,2907,0.042,0.0993,clear,1.87
TS09-AI-4682,ev_van,18.5,87.8,909,0.302,0.0575,rain,2.62
TS11-VD-1001,truck,5.9,38.0,5849,0.227,0.0876,clear,4.0
TS09-NT-3335,van,26.7,39.3,603,0.13,0.0941,rain,8.86
TS11-KI-4782,van,38.4,57.3,1939,0.924,0.0497,clear,14.96
TS11-KO-9026,truck,40.3,45.9,4733,0.126,0.0761,rain,24.43
TS07-NS-9132,ev_van,6.7,75.2,2280,0.489,0.0886,clear,1.04
TS07-SU-4159,truck,9.8,56.6,5789,0.84,-0.002,rain,5.86
TS10-MR-4508,van,40.7,29.6,538,0.004,0.0123,rain,10.81
TS07-VF-2688,van,33.3,41.6,1333,0.109,0.0282,clear,9.3
TS11-YP-6223,ev_van,50.5,67.7,201,0.342,0.0547,clear,4.73
TS08-PP-5650,bus,14.7,16.4,1598,0.148,0.0722,rain,12.61
TS10-OW-7008,truck,9.9,40.4,7776,0.183,0.0214,clear,5.67
TS08-RF-2927,van,23.6,13.3,1476,0.591,0.0811,rain,14.08
TS11-PB-4191,van,39.3,80.1,2629,0.171,0.0585,clear,16.84
TS11-QW-5929,bus,30.7,21.7,338,0.639,0.0246,clear,18.91
TS07-EC-7611,van,8.6,18.4,2664,0.916,0.0617,rain,6.21
TS10-LS-5962,truck,7.1,77.3,7137,0.229,0.0822,clear,5.06
TS10-RL-6875,van,41.6,19.4,2030,0.212,0.0203,clear,16.57
TS08-TX-2860,ev_van,19.9,68.8,467,0.011,0.0264,clear,1.6
TS10-CJ-7021,truck,41.2,43.5,7033,0.015,0.063,rain,25.61
TS08-GJ-2031,bus,19.8,80.2,5419,0.397,0.0316,clear,16.08
TS10-DI-3814,ev_van,20.9,27.2,662,0.489,0.0013,clear,2.2
TS11-ZC-2415,van,15.0,19.0,2832,0.183,0.0825,clear,7.59
TS10-HQ-9285,ev_van,59.1,31.0,2226,0.323,0.0042,clear,6.72
TS07-ZB-3059,bus,3.9,89.4,1388,0.14,0.0096,clear,2.3
TS09-WO-2250,ev_van,10.3,80.8,1106,0.681,0.0841,clear,1.57
TS08-TO-1117,truck,50.7,35.7,2826,0.393,0.057,clear,28.48
TS09-KA-3225,bus,10.9,29.1,3090,0.734,0.0318,fog,9.41
TS11-SB-1144,bus,19.0,25.0,5356,0.55,0.0258,rain,18.78
TS08-ML-7269,van,18.0,30.4,2648,0.377,0.002,rain,6.83
TS07-BR-9075,ev_van,42.7,29.0,604,0.626,-0.0119,rain,4.61
TS07-JQ-2487,van,26.4,85.7,1743,0.007,0.0891,clear,10.2
TS11-FN-4049,van,50.9,13.7,1695,0.69,-0.0146,rain,22.54
TS10-FC-5594,bus,45.6,85.1,2812,0.371,-0.0126,clear,27.02
TS11-QT-4900,bus,33.3,15.4,4345,0.514,0.0703,rain,39.71
TS07-LZ-8034,bus,17.2,80.6,3947,0.523,0.0872,fog,16.42
TS10-HP-6604,truck,48.2,47.3,2346,0.558,0.0652,clear,26.98
TS10-XR-2993,bus,52.4,18.4,2219,0.702,0.009,rain,44.83
TS08-QW-9530,ev_van,50.7,78.3,2243,0.111,0.0125,clear,5.84
TS10-NV-9791,van,5.9,33.3,1112,0.489,0.0954,fog,2.58
TS07-II-6078,van,42.8,84.9,1443,0.083,0.064,clear,15.3
TS08-IA-1033,bus,43.1,74.4,5843,0.234,0.0793,clear,37.33
TS09-ZH-3160,bus,56.8,93.5,5172,0.189,0.0336,fog,51.74
TS08-ZR-6876,truck,18.0,81.0,5652,0.599,0.0732,clear,14.6
TS07-XF-9703,bus,47.8,32.0,1963,0.606,0.0977,clear,39.34
